@relation relation name
@attribute Seq Name string
@attribute Width string
@attribute GC Content string
@attribute GC Ratio string
@data
'ath_circ_000607','321','43.6137','1.2222'
'ath_circ_000608','274','47.0803','1.7447'
'ath_circ_000609','1051','36.7269','1.1808'
'ath_circ_000610','165','42.4242','1.1875'
'ath_circ_000611','123','47.1545','1.1481'
'ath_circ_000612','829','38.7214','1.1837'
'ath_circ_000613','1959','37.9275','1.1474'
'ath_circ_000614','338','39.645','1.2712'
'ath_circ_000615','665','38.3459','0.9615'
'ath_circ_000616','299','38.4615','1.0909'
'ath_circ_000617','265','46.7925','1.1017'
'ath_circ_000618','537','36.6853','1.1413'
'ath_circ_000619','367','39.2371','0.8'
'ath_circ_000620','138','34.058','1.1364'
'ath_circ_000621','630','38.5714','1.2091'
'ath_circ_000622','808','37.6238','1.303'
'ath_circ_000623','84','47.619','1.5'
'ath_circ_000624','168','47.619','1.3529'
'ath_circ_000625','84','44.0476','1.3125'
'ath_circ_000626','200','45.0','1.0455'
'ath_circ_000627','147','44.2177','0.9697'
'ath_circ_000628','144','55.5556','0.4545'
'ath_circ_000629','233','46.3519','0.8947'
'ath_circ_000630','84','46.4286','0.625'
'ath_circ_000631','51','47.0588','1.0'
'ath_circ_000632','183','47.541','1.4857'
'ath_circ_000633','83','51.8072','1.6875'
'ath_circ_000634','79','50.6329','1.5'
'ath_circ_000635','168','44.6429','0.9231'
'ath_circ_000636','694','40.634','0.8926'
'ath_circ_000637','107','35.514','1.375'
'ath_circ_000638','463','41.4687','0.8113'
'ath_circ_000639','811','39.3342','0.8547'
'ath_circ_000640','138','47.1014','1.7083'
'ath_circ_000641','197','39.5939','0.8571'
'ath_circ_000642','94','42.5532','0.2903'
'ath_circ_000643','119','43.6975','0.4054'
'ath_circ_000644','437','52.1739','0.8095'
'ath_circ_000645','1695','38.4071','0.8442'
'ath_circ_000646','1330','39.0226','0.8339'
'ath_circ_000647','449','40.5345','1.1928'
'ath_circ_000648','358','38.5475','0.8649'
'ath_circ_000649','590','38.9831','0.8852'
'ath_circ_000650','1175','37.1064','0.744'
'ath_circ_000651','57','42.1053','0.8462'
'ath_circ_000652','684','40.7895','0.6221'
'ath_circ_000653','284','42.6056','0.5513'
'ath_circ_000654','654','39.6024','0.9474'
'ath_circ_000655','248','35.0806','0.6415'
'ath_circ_000656','63','38.0952','3.0'
'ath_circ_000657','297','38.0471','0.8525'
'ath_circ_000658','142','42.9577','0.7941'
'ath_circ_000659','1788','37.3043','0.7978'
'ath_circ_000660','283','36.0424','0.8214'
'ath_circ_000661','1327','37.0008','0.7855'
'ath_circ_000662','302','40.3974','0.5844'
'ath_circ_000663','827','35.0665','0.6667'
'ath_circ_000664','262','46.1832','0.5921'
'ath_circ_000665','1144','40.6469','1.2906'
'ath_circ_000666','213','39.9061','2.5417'
'ath_circ_000667','362','42.2652','1.0959'
'ath_circ_000668','153','43.1373','0.5349'
'ath_circ_000669','661','39.4856','1.1048'
'ath_circ_000670','459','37.2549','1.4085'
'ath_circ_000671','1581','38.6464','1.0642'
'ath_circ_000672','441','41.4966','0.9263'
'ath_circ_000673','1103','38.5313','1.0142'
'ath_circ_000674','1244','38.1029','1.017'
'ath_circ_000675','1904','37.605','1.0'
'ath_circ_000676','1719','37.1728','1.068'
'ath_circ_000677','1070','37.2897','1.0254'
'ath_circ_000678','758','37.8628','0.9392'
'ath_circ_000679','435','37.4713','0.7912'
'ath_circ_000680','729','36.214','0.7483'
'ath_circ_000681','1051','37.0124','0.7682'
'ath_circ_000682','204','39.2157','0.4545'
'ath_circ_000683','758','37.2032','0.7091'
'ath_circ_000684','54','48.1481','0.4444'
'ath_circ_000685','608','37.5','0.7812'
'ath_circ_000686','293','44.0273','0.72'
'ath_circ_000687','126','44.4444','0.5135'
'ath_circ_000688','126','44.4444','0.5135'
'ath_circ_000689','232','45.6897','1.7179'
'ath_circ_000690','161','43.4783','2.8889'
'ath_circ_000691','161','43.4783','2.8889'
'ath_circ_000692','524','40.8397','1.2766'
'ath_circ_000693','115','46.9565','1.4545'
'ath_circ_000694','185','47.5676','2.1429'
'ath_circ_000695','180','47.7778','2.0714'
'ath_circ_000696','62','32.2581','0.3333'
'ath_circ_000697','331','45.3172','0.6484'
'ath_circ_000698','239','50.2092','1.7907'
'ath_circ_000699','184','47.2826','2.48'
'ath_circ_000700','615','50.0813','1.2'
'ath_circ_000701','171','53.8012','1.3'
'ath_circ_000702','210','54.7619','1.3'
'ath_circ_000703','72','51.3889','1.1765'
'ath_circ_000704','111','53.1532','1.1852'
'ath_circ_000705','150','46.6667','0.8919'
'ath_circ_000706','584','40.0685','0.7206'
'ath_circ_000707','54','46.2963','1.2727'
'ath_circ_000708','615','40.9756','0.8'
'ath_circ_000709','270','41.8519','0.7937'
'ath_circ_000710','301','50.4983','0.974'
'ath_circ_000711','532','50.7519','1.4324'
'ath_circ_000712','298','50.6711','0.961'
'ath_circ_000713','262','50.7634','0.8472'
'ath_circ_000714','213','46.0094','0.96'
'ath_circ_000715','217','43.318','1.0889'
'ath_circ_000716','46','50.0','0.6429'
'ath_circ_000717','1382','40.2315','1.0669'
'ath_circ_000718','808','39.4802','1.1126'
'ath_circ_000719','784','41.8367','1.0373'
'ath_circ_000720','46','50.0','1.5556'
'ath_circ_000721','372','40.0538','0.8861'
'ath_circ_000722','39','23.0769','0.5'
'ath_circ_000723','103','38.835','0.6667'
'ath_circ_000724','99','39.3939','0.6957'
'ath_circ_000725','441','34.9206','0.8118'
'ath_circ_000726','204','32.3529','1.2'
'ath_circ_000727','1300','35.0769','0.9241'
'ath_circ_000728','223','38.565','0.9545'
'ath_circ_000729','716','36.7318','0.9627'
'ath_circ_000730','248','40.7258','1.1042'
'ath_circ_000731','565','37.3451','1.0095'
'ath_circ_000732','72','43.0556','1.5833'
'ath_circ_000733','571','40.4553','1.3814'
'ath_circ_000734','685','43.0657','0.9408'
'ath_circ_000735','378','42.328','0.8605'
'ath_circ_000736','289','38.7543','0.7231'
'ath_circ_000737','161','45.9627','0.5745'
'ath_circ_000738','408','42.402','0.6796'
'ath_circ_000739','84','44.0476','0.4231'
'ath_circ_000740','2867','37.5654','0.8961'
'ath_circ_000741','2803','37.5669','0.9111'
'ath_circ_000742','2451','38.5149','0.9148'
'ath_circ_000743','2738','37.6917','0.9111'
'ath_circ_000744','2741','37.687','0.9094'
'ath_circ_000745','378','47.3545','1.5571'
'ath_circ_000746','216','35.6481','0.925'
'ath_circ_000747','431','42.2274','1.092'
'ath_circ_000748','672','42.1131','1.4609'
'ath_circ_000749','875','41.7143','1.5172'
'ath_circ_000750','325','35.3846','0.6912'
'ath_circ_000751','645','42.1705','1.176'
'ath_circ_000752','646','42.2601','1.1667'
'ath_circ_000753','1068','42.9775','1.1857'
'ath_circ_000754','393','46.8193','1.1905'
'ath_circ_000755','564','45.0355','1.2679'
'ath_circ_000756','1022','43.7378','1.149'
'ath_circ_000757','196','44.898','1.2564'
'ath_circ_000758','37','40.5405','1.5'
'ath_circ_000759','136','50.7353','0.9167'
'ath_circ_000760','135','50.3704','0.8889'
'ath_circ_000761','136','50.7353','0.9167'
'ath_circ_000762','306','45.098','0.84'
'ath_circ_000763','59','49.1525','1.2308'
'ath_circ_000764','166','46.3855','1.9615'
'ath_circ_000765','95','36.8421','1.0588'
'ath_circ_000766','761','39.6846','1.1571'
'ath_circ_000767','359','37.0474','1.5577'
'ath_circ_000768','342','36.2573','1.4314'
'ath_circ_000769','1103','38.8939','1.2698'
'ath_circ_000770','1050','37.619','1.0466'
'ath_circ_000771','3362','40.5116','1.0922'
'ath_circ_000772','3457','40.2372','1.0949'
'ath_circ_000773','3457','40.2372','1.0949'
'ath_circ_000774','47','46.8085','2.6667'
'ath_circ_000775','3504','40.2683','1.1091'
'ath_circ_000776','199','52.2613','1.2609'
'ath_circ_000777','3457','40.1504','1.0935'
'ath_circ_000778','63','50.7937','1.0'
'ath_circ_000779','491','49.6945','0.8769'
'ath_circ_000780','47','42.5532','0.3333'
'ath_circ_000781','213','40.8451','1.175'
'ath_circ_000782','787','35.0699','0.9714'
'ath_circ_000783','853','33.4115','1.0652'
'ath_circ_000784','1054','34.8197','1.1462'
'ath_circ_000785','372','41.129','1.0959'
'ath_circ_000786','892','39.6861','1.1585'
'ath_circ_000787','611','39.1162','1.0965'
'ath_circ_000788','133','42.8571','1.28'
'ath_circ_000789','246','40.2439','1.0625'
'ath_circ_000790','463','37.797','1.1605'
'ath_circ_000791','342','38.5965','0.8082'
'ath_circ_000792','345','38.5507','0.7973'
'ath_circ_000793','646','41.1765','0.9'
'ath_circ_000794','84','35.7143','0.5789'
'ath_circ_000795','907','38.3682','0.9661'
'ath_circ_000796','259','33.5907','0.8125'
'ath_circ_000797','1818','41.2541','0.816'
'ath_circ_000798','1255','42.7888','0.8328'
'ath_circ_000799','99','37.3737','1.0556'
'ath_circ_000800','1786','37.9059','1.1156'
'ath_circ_000801','106','35.8491','0.6522'
'ath_circ_000802','119','46.2185','1.2917'
'ath_circ_000803','120','45.8333','1.2'
'ath_circ_000804','312','45.8333','0.5889'
'ath_circ_000805','478','43.9331','0.6406'
'ath_circ_000806','834','42.2062','0.7171'
'ath_circ_000807','761','39.5532','0.8242'
'ath_circ_000808','747','38.822','0.9728'
'ath_circ_000809','938','34.3284','0.9877'
'ath_circ_000810','586','37.372','0.752'
'ath_circ_000811','211','35.0711','1.3125'
'ath_circ_000812','694','39.4813','1.1406'
'ath_circ_000813','291','40.8935','0.8308'
'ath_circ_000814','903','37.2093','0.9535'
'ath_circ_000815','905','35.6906','0.9112'
'ath_circ_000816','108','40.7407','1.0952'
'ath_circ_000817','218','33.4862','1.5172'
'ath_circ_000818','1468','38.8965','0.8907'
'ath_circ_000819','952','38.2353','0.767'
'ath_circ_000820','669','39.1629','0.8194'
'ath_circ_000821','675','34.3704','1.3434'
'ath_circ_000822','2291','36.5343','1.1684'
'ath_circ_000823','906','38.521','1.1024'
'ath_circ_000824','1008','36.5079','1.0'
'ath_circ_000825','91','43.956','3.0'
'ath_circ_000826','234','40.5983','0.9792'
'ath_circ_000827','338','41.1243','1.2063'
'ath_circ_000828','2585','35.0484','1.1168'
'ath_circ_000829','272','44.8529','0.7681'
'ath_circ_000830','3252','32.2878','1.2629'
'ath_circ_000831','670','37.0149','1.5567'
'ath_circ_000832','674','37.8338','1.2973'
'ath_circ_000833','671','37.7049','1.3'
'ath_circ_000834','605','39.8347','1.1909'
'ath_circ_000835','195','30.2564','1.6818'
'ath_circ_000836','669','36.0239','1.1712'
'ath_circ_000837','480','53.3333','0.4713'
'ath_circ_000838','88','47.7273','0.2727'
'ath_circ_000839','149','54.3624','1.025'
'ath_circ_000840','165','53.3333','0.913'
'ath_circ_000841','287','40.7666','1.1667'
'ath_circ_000842','211','39.3365','1.5938'
'ath_circ_000843','1037','36.3549','1.2575'
'ath_circ_000844','1010','36.3366','1.2378'
'ath_circ_000845','2179','40.4314','1.3747'
'ath_circ_000846','609','41.7077','1.1525'
'ath_circ_000847','1032','40.6977','1.3204'
'ath_circ_000848','200','39.5','1.6333'
'ath_circ_000849','355','40.0','1.6792'
'ath_circ_000850','4096','34.3262','1.1731'
'ath_circ_000851','353','40.2266','1.4483'
'ath_circ_000852','4183','34.4729','1.1587'
'ath_circ_000853','144','44.4444','1.0645'
'ath_circ_000854','841','36.6231','0.76'
'ath_circ_000855','666','33.7838','0.7857'
'ath_circ_000856','1722','35.7143','0.9401'
'ath_circ_000857','231','38.0952','1.0'
'ath_circ_000858','770','36.3636','0.8667'
'ath_circ_000859','97','43.299','0.6154'
'ath_circ_000860','99','43.4343','0.5926'
'ath_circ_000861','259','38.61','0.8519'
'ath_circ_000862','448','35.7143','0.8605'
'ath_circ_000863','652','38.1902','0.7786'
'ath_circ_000864','89','46.0674','0.0789'
'ath_circ_000865','83','45.7831','0.2258'
'ath_circ_000866','480','39.375','0.89'
'ath_circ_000867','146','43.8356','0.7297'
'ath_circ_000868','513','37.037','0.6667'
'ath_circ_000869','114','47.3684','0.5'
'ath_circ_000870','1708','38.7588','1.3147'
'ath_circ_000871','3399','39.5999','1.2138'
'ath_circ_000872','1704','38.7324','1.3077'
'ath_circ_000873','317','41.3249','1.5686'
'ath_circ_000874','774','40.4393','1.0458'
'ath_circ_000875','92','48.913','1.3684'
'ath_circ_000876','122','33.6066','0.5185'
'ath_circ_000877','454','40.5286','1.2439'
'ath_circ_000878','238','42.437','1.2444'
'ath_circ_000879','254','42.5197','1.25'
'ath_circ_000880','498','41.5663','1.2258'
'ath_circ_000881','860','41.1628','1.0824'
'ath_circ_000882','183','42.0765','4.9231'
'ath_circ_000883','364','32.967','0.8462'
'ath_circ_000884','802','39.0274','1.8716'
'ath_circ_000885','93','41.9355','2.0'
'ath_circ_000886','399','30.3258','1.2'
'ath_circ_000887','762','38.8451','1.2256'
'ath_circ_000888','2775','40.4685','1.3202'
'ath_circ_000889','109','43.1193','1.35'
'ath_circ_000890','429','38.4615','0.875'
'ath_circ_000891','1978','42.3155','0.86'
'ath_circ_000892','1976','42.3077','0.8578'
'ath_circ_000893','561','40.6417','1.28'
'ath_circ_000894','42','47.619','0.5385'
'ath_circ_000895','1231','37.6117','1.095'
'ath_circ_000896','1231','37.6117','1.095'
'ath_circ_000897','1048','36.9275','0.9254'
'ath_circ_000898','100','38.0','0.3571'
'ath_circ_000899','388','41.7526','1.3478'
'ath_circ_000900','522','40.9962','1.1616'
'ath_circ_000901','522','40.9962','1.1616'
'ath_circ_000902','710','40.5634','0.9073'
'ath_circ_000903','935','40.5348','0.9337'
'ath_circ_000904','306','41.8301','0.8286'
'ath_circ_000905','476','41.5966','0.8679'
'ath_circ_000906','202','42.5743','0.8298'
'ath_circ_000907','54','62.963','1.2667'
'ath_circ_000908','398','38.6935','1.1096'
'ath_circ_000909','618','40.4531','1.1186'
'ath_circ_000910','521','33.5893','1.1875'
'ath_circ_000911','1307','31.4461','1.2459'
'ath_circ_000912','3868','31.1531','1.0812'
'ath_circ_000913','3877','31.8287','1.0498'
'ath_circ_000914','422','32.9384','1.4386'
'ath_circ_000915','3884','31.9773','1.0361'
'ath_circ_000916','3892','32.1686','1.0194'
'ath_circ_000917','1075','32.4651','1.0173'
'ath_circ_000918','788','32.6142','1.1966'
'ath_circ_000919','222','37.3874','1.1282'
'ath_circ_000920','727','38.1018','1.216'
'ath_circ_000921','138','51.4493','0.3922'
'ath_circ_000922','447','36.2416','1.3143'
'ath_circ_000923','751','35.6858','0.942'
'ath_circ_000924','965','33.9896','1.2013'
'ath_circ_000925','222','37.8378','1.2105'
'ath_circ_000926','569','33.0404','1.186'
'ath_circ_000927','244','31.9672','0.95'
'ath_circ_000928','413','32.4455','1.127'
'ath_circ_000929','658','29.7872','1.2529'
'ath_circ_000930','479','34.238','1.1026'
'ath_circ_000931','115','35.6522','1.4118'
'ath_circ_000932','157','41.4013','1.0312'
'ath_circ_000933','143','40.5594','1.1481'
'ath_circ_000934','2119','39.7829','0.9072'
'ath_circ_000935','453','43.2671','1.1538'
'ath_circ_000936','782','37.7238','1.2692'
'ath_circ_000937','1514','38.0449','1.1255'
'ath_circ_000938','444','40.3153','0.8646'
'ath_circ_000939','714','38.5154','0.8836'
'ath_circ_000940','1692','39.1844','0.8624'
'ath_circ_000941','135','48.8889','0.6923'
'ath_circ_000942','675','39.2593','0.8929'
'ath_circ_000943','1383','39.7686','0.8395'
'ath_circ_000944','360','39.7222','0.9589'
'ath_circ_000945','360','39.7222','0.9589'
'ath_circ_000946','1068','40.0749','0.8448'
'ath_circ_000947','768','40.1042','0.7907'
'ath_circ_000948','84','42.8571','0.3333'
'ath_circ_000949','99','43.4343','0.5357'
'ath_circ_000950','4818','38.0863','1.1288'
'ath_circ_000951','5603','38.3901','1.136'
'ath_circ_000952','291','42.268','1.0847'
'ath_circ_000953','709','43.0183','0.8263'
'ath_circ_000954','1563','42.8023','0.7793'
'ath_circ_000955','111','44.1441','0.6333'
'ath_circ_000956','238','46.6387','1.0182'
'ath_circ_000957','572','40.035','0.6357'
'ath_circ_000958','265','44.9057','0.7761'
'ath_circ_000959','1289','40.1086','0.8077'
'ath_circ_000960','117','39.3162','0.5862'
'ath_circ_000961','1027','38.6563','0.9272'
'ath_circ_000962','123','50.4065','0.9375'
'ath_circ_000963','102','47.0588','1.087'
'ath_circ_000964','418','39.9522','0.7957'
'ath_circ_000965','1688','38.5071','0.7105'
'ath_circ_000966','210','35.2381','0.9474'
'ath_circ_000967','64','34.375','1.4444'
'ath_circ_000968','2228','36.5799','0.983'
'ath_circ_000969','98','50.0','0.4412'
'ath_circ_000970','904','39.1593','1.0229'
'ath_circ_000971','1217','39.0304','0.9309'
'ath_circ_000972','218','44.9541','0.5312'
'ath_circ_000973','172','43.6047','0.7442'
'ath_circ_000974','202','43.0693','1.9'
'ath_circ_000975','760','35.2632','0.9007'
'ath_circ_000976','760','35.2632','0.9007'
'ath_circ_000977','560','35.5357','0.951'
'ath_circ_000978','440','40.0','0.6923'
'ath_circ_000979','48','50.0','0.2632'
'ath_circ_000980','249','42.1687','1.0192'
'ath_circ_000981','1174','38.3305','1.093'
'ath_circ_000982','238','42.0168','1.0'
'ath_circ_000983','87','52.8736','0.7037'
'ath_circ_000984','1202','42.3461','1.1297'
'ath_circ_000985','105','47.619','1.0833'
'ath_circ_000986','537','42.4581','1.4783'
'ath_circ_000987','395','44.557','0.7255'
'ath_circ_000988','108','49.0741','0.359'
'ath_circ_000989','560','32.8571','0.7524'
'ath_circ_000990','408','39.4608','0.8295'
'ath_circ_000991','904','39.2699','1.2611'
'ath_circ_000992','621','39.2915','1.3238'
'ath_circ_000993','384','41.1458','1.0519'
'ath_circ_000994','522','40.8046','1.4205'
'ath_circ_000995','324','42.5926','1.3793'
'ath_circ_000996','177','46.3277','0.6078'
'ath_circ_000997','666','38.2883','0.8214'
'ath_circ_000998','418','44.0191','1.0674'
'ath_circ_000999','1586','36.0656','1.08'
'ath_circ_001000','139','41.7266','2.625'
'ath_circ_001001','117','40.1709','2.1333'
'ath_circ_001002','139','41.7266','2.4118'
'ath_circ_001003','117','40.1709','2.1333'
'ath_circ_001004','139','41.0072','2.3529'
'ath_circ_001005','115','40.0','2.0667'
'ath_circ_001006','69','43.4783','0.7647'
'ath_circ_001007','81','51.8519','0.4483'
'ath_circ_001008','96','53.125','0.5455'
'ath_circ_001009','111','53.1532','0.5946'
'ath_circ_001010','227','52.4229','1.0169'
'ath_circ_001011','456','40.5702','0.6087'
'ath_circ_001012','1065','41.4085','0.5921'
'ath_circ_001013','1335','38.9513','0.831'
'ath_circ_001014','202','38.6139','0.8571'
'ath_circ_001015','1232','38.474','1.0343'
'ath_circ_001016','87','41.3793','0.8'
'ath_circ_001017','467','35.9743','1.0'
'ath_circ_001018','809','38.3189','1.0395'
'ath_circ_001019','1067','38.8941','1.0146'
'ath_circ_001020','216','38.4259','0.9302'
'ath_circ_001021','217','38.7097','0.9535'
'ath_circ_001022','865','40.2312','1.0116'
'ath_circ_001023','213','38.0282','0.8837'
'ath_circ_001024','212','37.7358','0.8605'
'ath_circ_001025','209','37.3206','0.814'
'ath_circ_001026','506','37.5494','1.043'
'ath_circ_001027','709','40.6206','1.0282'
'ath_circ_001028','222','49.0991','0.9818'
'ath_circ_001029','480','44.5833','0.9633'
'ath_circ_001030','722','43.4903','0.9748'
'ath_circ_001031','156','48.0769','0.7045'
'ath_circ_001032','107','46.729','1.381'
'ath_circ_001033','90','51.1111','1.3'
'ath_circ_001034','398','44.4724','1.1852'
'ath_circ_001035','786','38.2952','0.8812'
'ath_circ_001036','162','40.7407','1.3571'
'ath_circ_001037','676','38.6095','1.0391'
'ath_circ_001038','1217','36.894','1.1483'
'ath_circ_001039','102','41.1765','0.6154'
'ath_circ_001040','1412','40.4391','0.6893'
'ath_circ_001041','5778','35.9467','0.9411'
'ath_circ_001042','496','40.7258','0.4853'
'ath_circ_001043','4990','35.8116','0.9215'
'ath_circ_001044','5068','36.0892','0.9232'
'ath_circ_001045','5066','35.985','0.9189'
'ath_circ_001046','73605','36.9024','0.9561'
'ath_circ_001047','108','48.1481','2.25'
'ath_circ_001048','167','52.0958','0.2609'
'ath_circ_001049','243','44.0329','0.7541'
'ath_circ_001050','291','42.6117','0.6986'
'ath_circ_001051','817','45.0428','0.6577'
'ath_circ_001052','82','48.7805','1.0'
'ath_circ_001053','673','41.7533','1.097'
'ath_circ_001054','61','47.541','1.0714'
'ath_circ_001055','874','42.7918','0.9082'
'ath_circ_001056','89','38.2022','0.7'
'ath_circ_001057','230','48.6957','0.8983'
